,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
5051,於QSMC 出差，無法使用下列客戶網址維護產品開發問題與對策:  https://vstfwdsext.partners.extranet.microsoft.com:8443/tfs/Quanta/Tiki/_workitems  然而，QSMC 當地同仁卻可使用上述網址。,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,QSMC,出差,無法使用,下列,客戶,網址,維護,產品,開發,對策,QSMC,同仁,使用,上述,網址",8,作業系統與印表機,16,連網頁/Skype,"[3.8323156e-04 2.9189512e-04 4.8213340e-03 8.5596107e-03 2.0409905e-04
 8.5118518e-04 8.5327233e-04 2.1769097e-02 8.4274340e-01 4.9404387e-04
 7.1343672e-03 4.7747009e-03 1.6011011e-02 4.8440280e-03 4.2444937e-02
 3.4644071e-03 2.7114104e-02 1.3241231e-02]"
9964,年終獎金公告無權限開啟,"網管,解密,郵件,文件,加密,郵件,打不開,無法開啟,公告,年終獎金,公告,權限,開啟",16,連網頁/Skype,11,加解密郵件/文件,"[0.00148499 0.00264896 0.05942434 0.07991488 0.00196616 0.00273118
 0.00391568 0.12960644 0.01856301 0.00174867 0.00224103 0.06889845
 0.17981167 0.01367748 0.00239713 0.01060655 0.36563075 0.05473261]"
11449,使用VPN連線後  無法使用部分內部系統 如BPM,"網管,VPN,連線,SSLVPN,無法登入,使用,VPN,連線,無法使用,部分,內部,系統,BPM",8,作業系統與印表機,7,VPN連線,"[6.4682431e-04 5.4567558e-04 8.0317548e-03 1.1826486e-02 3.2698188e-04
 1.2830650e-03 1.3235149e-03 3.6096264e-02 7.5533253e-01 7.1673439e-04
 8.4349131e-03 8.6291581e-03 2.9730905e-02 6.0630161e-03 5.1200457e-02
 5.8170599e-03 5.0293662e-02 2.3700919e-02]"
15156,"在家連SSLVPN後,連外網一直跳出帳號認證訊息","網管,VPN,連線,SSLVPN,無法登入,家連,SSLVPN,連外網,跳出,帳號,認證,訊息",12,商務用Skype,7,VPN連線,"[0.00250643 0.00141552 0.01128521 0.01522732 0.00123982 0.00500958
 0.00162743 0.05905849 0.08895823 0.00216828 0.05578306 0.01701678
 0.30817112 0.05705346 0.00513002 0.00730532 0.10419126 0.2568527 ]"
15182,SSLVPN 沒有反應  OpenVPN連線失敗,"網管,VPN,連線,SSLVPN,無法登入,SSLVPN,反應,OpenVPN,連線失敗",12,商務用Skype,7,VPN連線,"[0.00194778 0.00128525 0.01193541 0.0146218  0.00113013 0.00370599
 0.00164633 0.06809564 0.04412743 0.00177955 0.01864636 0.02384781
 0.37954295 0.03346067 0.00302819 0.0075679  0.15712474 0.2265061 ]"
9877,"達威公司網站(www.qmitw.com)開啟顯示""Service Unavailable""，該Server 內部IP：10.243.19.143，外部IP：220.128.79.115  ping得通但無法遠端連線登入","網管,網路,無法,連到,某台,Server,無法,連到,Server,達威,公司,網站,www,qmitw,com,開啟,顯示,Service,Unavailable,Server,內部,IP,10.243,19.143,外部,IP,220.128,79.115,ping,得通,無法,遠端,連線,登入",12,商務用Skype,14,網路,"[0.00316986 0.00240805 0.01942673 0.0335661  0.0024653  0.00569037
 0.00354958 0.0826294  0.07933877 0.00377524 0.04182367 0.04053911
 0.2866011  0.05978021 0.00963379 0.01165551 0.14495178 0.16899543]"
4725,登入後無畫面，提示視窗無回應。,"網管,QCO,雲端,連線,登入,畫面,登入,畫面,提示,視窗,無回應",16,連網頁/Skype,3,QCO,"[0.00164044 0.00213104 0.03607285 0.04056955 0.00150725 0.00317175
 0.00296796 0.1017862  0.01829184 0.00193372 0.00304673 0.05557495
 0.27839226 0.0156449  0.00190265 0.0089537  0.3449839  0.08142834]"
12917,無法使用Lync撥打電話，別人也打不進來，會議也無法加入  QCO和本機都一樣，音訊裝置是正常的  錯誤訊息：無法完成撥號  詳細訊息：您的電話有多位聯絡人，如果無法解決這個問題，請與支援小組聯絡，並提供這項資訊。  #16753,"網管,商務,Skype,無法,打電話,無法,打電話,無法使用,Lync,打電話,會議,無法,加入,QCO,本機,音訊,裝置,正常,錯誤訊息,無法,完成,撥號,詳細,訊息,電話,有多位,無法,解決,支援,小組,提供,這項,資訊",14,網路,12,商務用Skype,"[0.00298604 0.00140062 0.0454152  0.06620203 0.00277998 0.00725318
 0.00201369 0.02960877 0.05160522 0.00301317 0.12341893 0.02149662
 0.12041043 0.09124007 0.23830499 0.00663077 0.03110867 0.15511154]"
4727,雲端無法連線進入.  381-15815,"網管,QCO,雲端,連線,無法登入,雲端,無法,連線,進入",12,商務用Skype,3,QCO,"[0.00173602 0.00119174 0.01940901 0.03818993 0.00104306 0.0024228
 0.00179036 0.13169387 0.01552111 0.00154613 0.0032271  0.03245858
 0.34053144 0.02048001 0.00184815 0.00605455 0.28065842 0.10019768]"
10799,user IE 有問題,"網管,電腦,防毒,電腦病毒,電腦中毒,IE",12,商務用Skype,17,電腦防毒,"[0.00194856 0.00118129 0.01849371 0.03706418 0.00110585 0.00270895
 0.00172967 0.13694042 0.02103328 0.00171655 0.00606141 0.02800497
 0.37240642 0.02942197 0.0024713  0.00589945 0.20566827 0.12614371]"
6888,google chrome 資料無法下載  ext:12941,"網管,網頁,Skype,下載,檔案,失敗,下載,檔案,失敗,google,chrome,資料,無法,下載",17,電腦防毒,16,連網頁/Skype,"[0.00354454 0.0019173  0.01391958 0.01875953 0.00202439 0.00632867
 0.00198088 0.06384967 0.09307355 0.0027705  0.11781022 0.01459452
 0.23343043 0.09519466 0.00619027 0.00775474 0.06754293 0.24931361]"
11511,QCO無法連線。當機無法使用。分機：13568,"網管,QCO,雲端,連線,登入,畫面,QCO,無法,連線,當機,無法使用",12,商務用Skype,3,QCO,"[0.00159105 0.00183099 0.02753188 0.03402847 0.0014252  0.00311176
 0.00243719 0.09284691 0.02002108 0.00188135 0.00414095 0.05483128
 0.3227334  0.01680468 0.00210592 0.00892234 0.3011495  0.10260601]"
11775,#13346  無法開啟廣達學院網頁，是否為瀏覽器設定問題,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,無法開啟,廣達,學院,網頁,是否,瀏覽器,設定問題",8,作業系統與印表機,16,連網頁/Skype,"[4.9087981e-04 4.1823290e-04 5.3822473e-03 8.9615667e-03 2.5708062e-04
 9.8705583e-04 1.0189252e-03 2.6762379e-02 8.1934184e-01 5.7299651e-04
 9.0031903e-03 5.9580225e-03 2.1048475e-02 5.7055042e-03 3.7156750e-02
 4.2881318e-03 3.4604214e-02 1.8042587e-02]"
8863,"會議室裡的投影機線壞了, 請求換一條, 來之前請先電話聯絡","網管,視訊會議,設備,操作,使用,無法,連上,會議室,投影機,線壞,請求,換一條,電話",12,商務用Skype,15,視訊會議設備,"[0.00300288 0.00160137 0.0183162  0.02251906 0.00186153 0.00475506
 0.00205431 0.08032836 0.048574   0.00243003 0.02896097 0.02761079
 0.315053   0.06791269 0.00364015 0.00667052 0.15555666 0.20915243]"
12256,手機可登入，外部無法登入,"網管,QCO,雲端,連線,無法,公司,外部,登入,登入,外部,無法登入",16,連網頁/Skype,3,QCO,"[0.00157938 0.00212123 0.04506285 0.08433302 0.00172912 0.00266077
 0.00367287 0.15643483 0.01501118 0.00168278 0.00231897 0.05496668
 0.19489305 0.01464744 0.00238504 0.00980049 0.34500802 0.06169222]"
12151,今日信件說的針對綁架病毒的更新至今一直沒有更新到,"網管,電腦,防毒,防毒,軟體,操作,防毒,今日,信件,針對,綁架,病毒",12,商務用Skype,17,電腦防毒,"[0.00237783 0.00137067 0.01232226 0.01611674 0.00130473 0.00438591
 0.00174071 0.07002577 0.05976566 0.00205658 0.03096855 0.02080999
 0.33943242 0.04896507 0.00398393 0.00742048 0.13698982 0.23996279]"
11441,VPN 可連上 但進一步要再進入像BPM 或SAP 就連不上,"網管,VPN,連線,SSLVPN,無法登入,VPN,連上,進一步,進入,BPM,SAP,連不上",8,作業系統與印表機,7,VPN連線,"[2.4612894e-04 2.3018663e-04 3.6457949e-03 5.8073024e-03 1.4094274e-04
 5.6875922e-04 6.3584722e-04 1.7598983e-02 8.7960076e-01 3.6657785e-04
 4.5492733e-03 4.0499652e-03 1.2435740e-02 3.2113115e-03 3.1629030e-02
 2.7575637e-03 2.3031618e-02 9.4941808e-03]"
2843,請幫忙確認B2B server : ofb2b01(10.243.29.136/ 203.75.58.18) 可以通過防火牆連到客人B2B URL ，目前測試不行   https://test.gedi.toshiba.co.jp/AS2   http://gistest.toshiba-teg.com:8888/b2bhttp/inbound/as2     PS. 網路設定可參考 osvr30 (10.243.29.130) ，這台目前測試OK,"網管,網路,無法,連到,某台,Server,無法,連到,Server,確認,B2B,server,ofb2b01,10.243,29.136,203.75,58.18,防火牆,連到,客人,B2B,URL,目前,測試,PS,網路,設定,參考,osvr30,10.243,29.130,這台,目前,測試,OK",8,作業系統與印表機,14,網路,"[3.75786651e-04 2.13241321e-04 3.95618659e-03 8.21777713e-03
 2.45555362e-04 1.01052807e-03 6.91339199e-04 1.13191595e-02
 8.58751118e-01 5.79281943e-04 1.23834386e-02 2.58165784e-03
 1.08475639e-02 7.30009004e-03 6.15767203e-02 2.03872635e-03
 9.16916598e-03 8.74258112e-03]"
11769,Error Code: 500 Internal Server Error. The server denied the specified Uniform Resource Locator (URL). Contact the server administrator. (12202),"網管,網頁,Skype,無法,上網,出現,拒絕,訊息,Error,Code,500,Internal,Server,Error,The,server,denied,specified,Uniform,Resource,Locator,URL,Contact,server,administrator",12,商務用Skype,16,連網頁/Skype,"[0.00206676 0.00163543 0.01377582 0.01743045 0.00145118 0.00426654
 0.00221454 0.06851887 0.04480647 0.00204609 0.01640846 0.03270631
 0.36133736 0.03333477 0.00350632 0.00928236 0.18561423 0.19959812]"
14710,"我是研發中心 BIOS , 由於 IBV Insyde 公司希望我們使用它們公司內部系統 , 處理 AP / source code / ITS 問題回報 ,  目前遇到的問題是 , 1. 先用 SSLVN  連線到 Insyde 內網 OK , 2. 在使用他們的 AP ""InQuire"" 進入介面 , 這時候tool 會連 Internet , 但是程式回報找不到 Internet  .  狀況 : 1. 在 QCI 把公司網路移除 , 使用手機外網 , 問題消失 , 2. 在 QCMC 用重慶公司網路可以使用 , 問題消失 .  所以這個問題應該是被 QCI MIS 擋住了 , 請協助 debug , 謝謝 !","網管,VPN,連線,SSLVPN,無法登入,研發,BIOS,IBV,Insyde,公司,希望,使用,公司,內部,系統,AP,source,code,ITS,回報,目前,遇到,先用,SSLVN,連線到,Insyde,內網,OK,使用,AP,InQuire,進入,介面,tool,會連,Internet,程式,回報,找不到,Internet,狀況,QCI,公司,網路,移除,使用,外網,消失,QCMC,重慶,公司,網路,使用,消失,應該,QCI,MIS,擋住,debug",10,其他,7,VPN連線,"[0.00468801 0.00319176 0.0139689  0.01164181 0.00394718 0.00936106
 0.00238327 0.01815496 0.1212964  0.00364625 0.41590977 0.0083538
 0.07262477 0.13345088 0.00803959 0.00664328 0.02647276 0.13622552]"
6604,#16066  IE升級到11後 Office Scan 顯示紅色,"網管,電腦,防毒,防毒,軟體,操作,防毒,軟體,離線,IE,升級,11,Office,Scan,顯示,紅色",12,商務用Skype,17,電腦防毒,"[0.00286736 0.00193297 0.01334914 0.01740671 0.00186299 0.00578719
 0.00214953 0.05872463 0.07738448 0.00257206 0.06270072 0.02092759
 0.2899185  0.06531845 0.00526551 0.00843842 0.11626253 0.24713117]"
12756,USER說要跟某個客戶建立網路連線(ADSL)，下載上傳都要有50M,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,客戶,建立,網路,連線,ADSL,下載,上傳,50M",8,作業系統與印表機,10,其他,"[3.29041679e-04 3.09328578e-04 3.00545967e-03 6.25365833e-03
 2.16627450e-04 7.08049280e-04 6.67784712e-04 1.44086964e-02
 8.86341870e-01 4.41542099e-04 1.57924872e-02 3.10422760e-03
 1.15339169e-02 5.30827139e-03 2.34343503e-02 2.65260716e-03
 1.40560325e-02 1.14361234e-02]"
10224,NB outlook 無法開啟舊PST mail.,"網管,Outlook,郵件,Outlook,NB,outlook,無法開啟,PST,mail",3,QCO,2,Outlook與郵件,"[5.7074847e-04 1.3718731e-03 2.3866160e-01 6.9593298e-01 4.9567205e-04
 4.7888735e-04 1.0729106e-03 1.4212213e-02 2.4748647e-03 1.1153695e-03
 4.8624766e-03 7.6019717e-03 1.0863395e-02 4.3894197e-03 7.5238822e-03
 6.7407469e-04 4.2744395e-03 3.4232209e-03]"
8195,無法進入qrdcfs01下載openVPN  要求輸入工號密碼顯示密碼錯誤,"網管,VPN,連線,SSLVPN,無法登入,無法進入,qrdcfs01,下載,openVPN,輸入,密碼,顯示,密碼,錯誤",12,商務用Skype,7,VPN連線,"[0.0021762  0.00139881 0.01143605 0.01492273 0.00123637 0.00430636
 0.00172115 0.06264251 0.06118853 0.00202036 0.03236205 0.02149358
 0.35263723 0.04360352 0.00407103 0.00795003 0.13113597 0.24369752]"
6095,QCO無法登入,"網管,QCO,雲端,連線,無法登入,QCO,無法登入",7,VPN連線,3,QCO,"[0.00209663 0.00196868 0.03156114 0.18963385 0.00112671 0.00208521
 0.00262302 0.2600762  0.01282859 0.00196617 0.010901   0.03171374
 0.2317464  0.03514815 0.00361699 0.0050658  0.08682598 0.08901577]"
5459,"15751,,之前有申請開放某些網頁，現在無法連上","網管,網頁,Skype,無法,上網,出現,拒絕,訊息,之前,申請,開放,網頁,無法,連上",12,商務用Skype,16,連網頁/Skype,"[0.00262364 0.00149245 0.012244   0.01665275 0.00143136 0.00482397
 0.00182681 0.0670478  0.07275027 0.00224524 0.04166176 0.01974759
 0.31695762 0.05690952 0.00479435 0.00768569 0.124925   0.24418017]"
6645,無法聯網 Myquanta,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,無法,聯網,Myquanta",12,商務用Skype,16,連網頁/Skype,"[0.00239641 0.00130524 0.01099629 0.01402981 0.00110841 0.00508937
 0.00150698 0.05544823 0.10378829 0.00203081 0.05712453 0.01593528
 0.30955726 0.05259079 0.00534714 0.00723961 0.09759683 0.25690868]"
8573,"網路孔號碼:P121,D189。無法連到外部網路。#13187","網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,網路,號碼,P121,D189,無法,連到,外部,網路",14,網路,16,連網頁/Skype,"[1.0192223e-05 3.7894226e-06 6.6170795e-04 8.4618275e-04 1.1039103e-05
 2.6913514e-05 1.9707782e-05 1.9994180e-04 1.5846081e-02 1.2093100e-05
 2.3266941e-04 7.4900061e-05 3.2767834e-04 5.6661574e-05 9.8122567e-01
 6.0223691e-05 1.9852174e-04 1.8595615e-04]"
3718,APP無法登入,"網管,網頁,Skype,Skype,連線,Skype,連線,登入,APP,無法登入",8,作業系統與印表機,16,連網頁/Skype,"[5.3862447e-04 4.6532287e-04 7.0749787e-03 1.0197533e-02 2.7974317e-04
 1.0895121e-03 1.1566846e-03 3.3378158e-02 7.8204662e-01 6.2268623e-04
 7.1229544e-03 7.6435353e-03 2.6286941e-02 5.3186058e-03 4.6940438e-02
 5.1309853e-03 4.4290252e-02 2.0416552e-02]"
8430,於outlook口找不到線上會議選單,"網管,商務,Skype,58000,會議,無法,加入,會議,outlook,找不到,會議,選單",16,連網頁/Skype,12,商務用Skype,"[0.00157962 0.00275092 0.08903077 0.14379491 0.00236201 0.002271
 0.00447757 0.16824913 0.01392021 0.00183978 0.00282573 0.07221978
 0.16489944 0.01554643 0.00308187 0.01061166 0.24934974 0.05118941]"
14307,Share folder 問題尋問  EXT:15623,"網管,檔案,共用,FTP,檔案,共用,設定,無法,連到,共用,檔案,Share,folder,尋問",12,商務用Skype,13,檔案共用或FTP,"[0.00395642 0.00195906 0.01906338 0.02640964 0.00233701 0.00563151
 0.00223786 0.07584327 0.05969629 0.00307855 0.07996669 0.02248993
 0.24557172 0.11944681 0.00430571 0.00614292 0.08625235 0.23561089]"
14704,在手機收發郵件設定問題,"網管,VPN,連線,SSLVPN,手機,平板,VPN,收發,郵件,設定問題",12,商務用Skype,7,VPN連線,"[0.00203277 0.00125306 0.01085667 0.01263712 0.00103874 0.00409655
 0.00148451 0.05759789 0.06368032 0.00186161 0.03250547 0.0193559
 0.36299986 0.03941236 0.00375001 0.0076413  0.11939123 0.25840458]"
12419,"MS Word, Excel and PDF files can''t be opened.","網管,電腦,防毒,電腦病毒,電腦中毒,MS,Word,Excel,and,PDF,files,can,be,opened",12,商務用Skype,17,電腦防毒,"[0.00259294 0.00198055 0.02638092 0.09423221 0.00138759 0.0029765
 0.00259927 0.20301928 0.01696475 0.00231463 0.01209756 0.02976847
 0.29832482 0.04343196 0.00311151 0.00607486 0.12391031 0.12883188]"
6895,"您好    我遇到的問題是在安裝Cadence SPB/OrCAD 16.5這個軟體的時候  第一次安裝到一半發生blue screen的情況  之後想再重新安裝就會出現一個視窗 裡面內容如下: ""SPB/OrCAD 16.5 is already on this system in current user(Only for me)mode by ''''''''''''''''10106035''''''''''''''''.To use the existing installed products,run the configuration utility from the start menu under Cadence>Release 16,5>Configure.This utility will give you access to the installed products without changing the existing installation."" 我想把原本的安裝都刪除 不過在控制台找不到任何OrCAD的程式 開始裡面的所有程式也找不到OrCAD的資料夾 因此目前卡在已申請完license但無法安裝的階段 另外我也想要安裝Allegro Design Entry HDL–XL (Concept)這個軟體 可是他會說我目前正在安裝OrCAD 16.5這個軟體 無法同時安裝 而且安裝到一半常發生blue screen的狀況            感覺現在我應該要把NB送回管理資訊中心整頓一下@@       8月中有送過一次這個問題的19999問題單  因為最近有需要使用到這兩個軟體 希望您能拯救一下我的這台NB 感謝!","網管,作業系統,印表機,軟體,軟體,安裝,遇到,安裝,Cadence,SPB,OrCAD,16.5,軟體,第一次,安裝到,一半,發生,blue,screen,情況,之後想,重新,安裝,出現,視窗,裡面,內容,SPB,OrCAD,16.5,is,already,on,ts,system,in,current,Only,for,me,mode,by,To,use,existing,installed,products,run,configuration,utility,from,start,menu,under,Cadence,Release,16,Configure,Ts,utility,will,give,you,access,to,installed,products,without,changing,existing,installation,原本,安裝,刪除,控制台,找不到,OrCAD,程式,裡面,程式,找不到,OrCAD,資料夾,目前,申請,license,無法安裝,階段,安裝,Allegro,Design,Entry,HDL,XL,Concept,軟體,他會,目前,安裝,OrCAD,16.5,軟體,無法安裝,安裝到,一半,發生,blue,screen,狀況,感覺,現在,應該,NB,送回,管理,資訊,整頓,送過,一次,需要,使用到,這兩個,軟體,希望,拯救,一下,這台,NB",14,網路,8,作業系統與印表機,"[0.03353208 0.02774192 0.08406147 0.0673812  0.0292167  0.03473718
 0.0325393  0.04863535 0.09824377 0.03874925 0.0993745  0.0396548
 0.06104653 0.06393263 0.1023187  0.03241764 0.05085453 0.0555625 ]"
5669,"網路設定問題，奇摩字典,Google無法連接  (電腦診斷：Windows無法自動偵測此網路的Proxy設定)","網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,網路,設定問題,奇摩,字典,Google,無法,連接,電腦,診斷,Windows,無法,自動,偵測,網路,Proxy,設定",14,網路,16,連網頁/Skype,"[4.0971056e-05 1.9310401e-05 1.7106215e-03 2.5836031e-03 4.5140168e-05
 1.2751939e-04 7.1828174e-05 7.2386250e-04 3.6690906e-02 5.2924650e-05
 1.4131119e-03 2.8144967e-04 1.2820897e-03 3.0899260e-04 9.5283467e-01
 2.3313779e-04 6.4725580e-04 9.3239290e-04]"
9384,無法開啟薪資單,"網管,解密,郵件,文件,加密,郵件,打不開,無法開啟,薪資單,無法開啟,薪資單",16,連網頁/Skype,11,加解密郵件/文件,"[0.00155135 0.0029875  0.08407056 0.12459123 0.00234713 0.00231937
 0.00445272 0.14716019 0.01628049 0.00193738 0.00265476 0.07728393
 0.16325137 0.01501281 0.00274793 0.01030168 0.29066125 0.05038833]"
12713,無法連線，分機16093,"網管,QCO,雲端,連線,無法登入,無法,連線",12,商務用Skype,3,QCO,"[0.00181706 0.00132717 0.01423787 0.01624338 0.00118037 0.00346301
 0.00168546 0.0724618  0.02611438 0.00160526 0.0085042  0.03234053
 0.38059852 0.02463705 0.00197305 0.00741508 0.21734513 0.1870507 ]"
15528,#17418    無法正常瀏覽客戶提供的網址，同仁在同一間辦公室卻可以正常瀏覽,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,無法,正常,瀏覽,客戶,提供,網址,同仁,同一,辦公室,正常,瀏覽",17,電腦防毒,16,連網頁/Skype,"[0.00326751 0.00169979 0.01207076 0.01772128 0.00155027 0.00749279
 0.00187349 0.04454082 0.197225   0.00251229 0.14324512 0.01288108
 0.1943644  0.07122742 0.01057026 0.00764614 0.0616157  0.20849591]"
