description,category_a,category_b,category_c,category_d,category
Partition 位置上的網孔連上電腦不通   網孔號碼:B209 跟 B203 請協助處理  EXT:65633,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路無法使用,網管,網路,電腦網路不通,無線網路不通,網路
網孔：PK01  A217    #12467,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通　電話也不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
user桌上網孔這兩天不通.,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路連不上，一直跳驗證的問題。,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
使用區域網路無法連線(WIFI正常)，但使用同事的機器可於同一個網路孔上網   可能為電腦硬體問題?,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法上網，分機15604,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路孔不通，網孔編號：PC22A046,網管,網路,電腦網路不通,網路不通 (QRDC),網路
使用者無線網路設定有問題,網管,網路,電腦網路不通,無線網路不通,網路
"開機後, 輸入帳號密碼無法登入, 已於其他人電腦確認帳號密碼無誤, 可以登入WEB MAIL",網管,網路,電腦網路不通,網路不通 (QRDC),網路
南棟3樓網孔C203網路不通。,網管,網路,電腦網路不通,網路不通 (QRDC),網路
user反應無線網路不通,網管,網路,電腦網路不通,無線網路不通,網路
a455 a456網孔不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
can''t access network by jacket port,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"Staff網路出現存取限制,使用位置於6樓南棟",網管,網路,電腦網路不通,無線網路不通,網路
#15593  PL20  A260,網管,網路,電腦網路不通,網路不通 (QRDC),網路
新進同仁位子旁的網孔B351似乎不通 無法上網  該員連絡分機:13838,網管,網路,電腦網路不通,網路不通 (QRDC),網路
PASSWORD EXPIRE,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
"網路孔不能用,無法上網.",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"有線網路出現黃色驚嘆號: 有限的連線能力 (網路孔沒問題, 電話可以通)  分機: 16481",網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
Wireless無法抓到Staff    #12151,網管,網路,電腦網路不通,無線網路不通,網路
無法登入廣達網域,網管,網路,電腦網路不通,網路不通 (QRDC),網路
分機16935  網路不通,網管,網路,電腦網路不通,網路不通 (TH20),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路連不上,網管,網路,電腦網路不通,網路不通 (QRDC),網路
內部網路 http://esbu36/sites/customer/sel/forms/allitems.aspx 無法存取,網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線跟無線網路無法使用.請協助處理.,網管,網路,電腦網路不通,網路不通 (QRDC),網路
有線網路無法使用。  分機：17027,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通 #211139,網管,網路,電腦網路不通,網路不通 (QRDC),網路
使用者反應網路不通，請協助處理,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"user反映說server換了位置後網路就不通了,需要請我們協助網路的設定",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"user反應網路不通,網孔編號C023,分機12634",網管,網路,電腦網路不通,網路不通 (QRDC),網路
廠商無法進內部網路#11387,網管,網路,電腦網路不通,網路不通 (QRDC),網路
會議室網路不通 已協請聯絡 ellis 幫忙處理,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"USER的網路驗證有問題,請協助其處理",網管,網路,電腦網路不通,,網路
研發大樓一樓網路不通,網管,網路,電腦網路不通,網路不通 (TH20),網路
USER IP 抓到192.168請協助處理，謝謝。,網管,網路,電腦網路不通,網路不通 (QRDC),網路
port第三次被shut down 請協助處理 南棟3樓C423,網管,網路,電腦網路不通,,網路
移動印表機後網路無法使用. 網路孔B415,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"電腦名稱與工號不一樣，導致有時候可以上網時，連線狀態會變成""未經授權的""",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"網孔編號B346, 網路不通",網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通  ext:10387,網管,網路,電腦網路不通,網路不通 (QRDC),網路
名片申請系統無法顯示頁面,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路孔不通請協助處理 EXT:12197  PR23/A407,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通17139,網管,網路,電腦網路不通,,網路
"網孔A436 電話,網路不通",網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通電話可用,網管,網路,電腦網路不通,網路不通 (QRDC),網路
分機: 12778,網管,網路,電腦網路不通,無法取得 IP,網路
網點PU03A459,網管,網路,電腦網路不通,網路不通 (TH20),網路
Wifi無法抓取Staff的員工無線網路(其他同仁同個位置可以抓取到)   #15902,網管,網路,電腦網路不通,無線網路不通,網路
qrdc網路問題,網管,網路,電腦網路不通,,網路
"user無線無法使用,請協助處理 #13541",網管,網路,電腦網路不通,無線網路不通,網路
有線網路不通PY08/A440  分機: 17432,網管,網路,電腦網路不通,網路不通 (QRDC),網路
帶家裡的電腦來~無法使用網路~   #381-16342,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通  #18737,網管,網路,電腦網路不通,網路不通 (TH20),網路
網路不通驗證失敗,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法使用無線網路上網,網管,網路,電腦網路不通,無線網路不通,網路
人在蘇州無法上網，聯絡電話:13771688647,網管,網路,電腦網路不通,無法取得 IP,網路
北棟3F B231 port shutdown。#13726,網管,網路,電腦網路不通,網路不通 (QRDC),網路
18150  SSLVPN問題,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路無法連線至內外部網路，由於今日需要結帳，請盡速處理。由於網路不通，請電話聯繫。  網路孔號：P103B075  分機號碼：11433,網管,網路,電腦網路不通,網路不通 (TH20),網路
"1.開機後一直出現網站安全憑證有問題, windows沒有足夠資資訊確認這個憑證等,須過半時至一小時才正常!!    2. NB有時keyboard 會失效",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"南棟四樓nb2,L27網路不通",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"1. 今天發生數次雲端當掉的狀況, 懷疑是網路不穩定造成  2. 附近同事也有相 同情況  以上均使用有線網路",網管,網路,電腦網路不通,網路不通 (QRDC),網路
user表示網路已連線，但網路確不通，請幫忙處理，謝謝!!,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"網孔編號PPQ19 A427, 電話拔掉重接, 網路連線狀態還是呈現驚嘆號的符號",網管,網路,電腦網路不通,網路不通 (QRDC),網路
會議是網路不通.,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法捉到部門的無線網路  請協助幫忙解決,網管,網路,電腦網路不通,無線網路不通,網路
"網孔編號: PN11,C299",網管,網路,電腦網路不通,網路不通 (TH20),網路
無線網路問題,網管,網路,電腦網路不通,無線網路不通,網路
會議室網路孔不通12408,網管,網路,電腦網路不通,網路不通 (QRDC),網路
PA03 B003    #15114,網管,網路,電腦網路不通,網路不通 (QRDC),網路
使用者反應網路孔無訊號，請協助處理,網管,網路,電腦網路不通,網路不通 (QRDC),網路
Port Shutdown 北棟4F B178。#17268,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"網路孔不通pd23,a047;pc24,a048",網管,網路,電腦網路不通,網路不通 (QRDC),網路
#13225，網路無法驗證通過,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
NB5 ID-LAB會議室，3/4網路孔不能使用  EXT:17930,網管,網路,電腦網路不通,網路不通 (QRDC),網路
電腦離線 無法上網 分機11407,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"NB2/5 User(#11543)反應調換部門後網段不同造成Server連接不上,煩請協助處理.",網管,網路,電腦網路不通,,網路
網路孔編號:PK13B229  分機:11531,網管,網路,電腦網路不通,無法取得 IP,網路
網路不斷驗證無法連線#12130,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
從大陸出差回台灣後，網域登入後，無法使用網路印表機。若插上有線網路，則會造成無法登入作業系統。,網管,網路,電腦網路不通,網路不斷出現驗證訊息,網路
無法access公司無線,網管,網路,電腦網路不通,無線網路不通,網路
北棟7樓C區網孔不通  PJ23  A215  PO11  A323  PR20 A404,網管,網路,電腦網路不通,網路不通 (QRDC),網路
#11031  網孔編號PC23A047完全沒有反應,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"孔號：P115,A183。#217179",網管,網路,電腦網路不通,網路不通 (QRDC),網路
申請中華電信的外網不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
fail,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"有兩個網路孔, 一個是 for Linux 使用, 因為換Notebook , 所以需要MIS重新讀新電腦的 Mac 此 port 是: PT24-A456",網管,網路,電腦網路不通,網路不通 (QRDC),網路
"User需使用無線網路,已協助設定完畢",網管,網路,電腦網路不通,無線網路不通,網路
電腦可能中毒 / 網路無法連通 / Mail 無法開啟,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通 分機66665,網管,網路,電腦網路不通,網路不通 (Taipei),網路
網卡相容性問題!,網管,網路,電腦網路不通,無線網路不通,網路
網路不通。#15119,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法找到ES的網路,網管,網路,電腦網路不通,無線網路不通,網路
"網路電話突然不通， 孔編號 TQ03 D363 , TN20 D308  連絡分機12237",網管,網路,電腦網路不通,,網路
網孔號碼PJ15 D207 網路不通 #12171,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無線網路不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
#15822,網管,網路,電腦網路不通,網路不通 (QRDC),網路
連上myquanta會一直要求輸入帳號密碼 #13686,網管,網路,電腦網路不通,網路不通 (QRDC),網路
在一樓會議室C 無線網路不通  #215870,網管,網路,電腦網路不通,無線網路不通,網路
這兩天發現電話會一直重新連線，與客戶開會常常斷線，換過網路線，但問題還是沒改善，網路孔編號：PF14C110。,網管,網路,電腦網路不通,網路不通 (QRDC),網路
密碼過期無法登入電腦 ＃12783,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"南棟3F User反應近兩天來網路斷斷續續,通常斷線後過一陣子會再恢復連線,但此狀況不斷反覆出現,煩請協助處理.",網管,網路,電腦網路不通,,網路
上海常駐同仁返台無法上網   (以查閱FQA 使用指示之帳號密碼仍無法登入),網管,網路,電腦網路不通,網路不通 (QRDC),網路
申請中華電信的外網不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"有線網路不通,致分機無法正常使用  #18911",網管,網路,電腦網路不通,網路不通 (QRDC),網路
分機16738 ，有線網路很慢 網路孔PP15 B351,網管,網路,電腦網路不通,網路不通 (QRDC),網路
無法使用有線網路上網，且開機時提示msvcr80.dll 遺失 分機:11822,網管,網路,電腦網路不通,網路不通 (QRDC),網路
11653   整個辦公室群組無法上網,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路不通.連絡電話2-18826,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網孔不通  位置: 北棟七樓C 區  網孔碼: P102 A170,網管,網路,電腦網路不通,網路不通 (QRDC),網路
工號:99110814  電話:16030  問題:網路孔不通,網管,網路,電腦網路不通,網路不通 (QRDC),網路
"user 反應說電腦抓不到IP, 無法上網",網管,網路,電腦網路不通,網路不通 (TH20),網路
使用者反應網路不通，無法連上網路，請協助處理,網管,網路,電腦網路不通,網路不通 (QRDC),網路
1. 無線網路無法連上  2. 用有線會出現憑證錯誤訊息,網管,網路,電腦網路不通,無線網路不通,網路
無線上網會斷斷續續,網管,網路,電腦網路不通,無線網路不通,網路
12020,網管,網路,電腦網路不通,網路不通 (QRDC),網路
在使用無線網路以後 有線網路無法使用 分機 13069,網管,網路,電腦網路不通,網路不通 (TH20),網路
網路不通請協助，網孔編號為D184，謝謝,網管,網路,電腦網路不通,網路不通 (QRDC),網路
網路孔編號PD04 B052,網管,網路,電腦網路不通,網路不通 (QRDC),網路
分機１５５６６  無法登入網域,網管,網路,電腦網路不通,網路不通 (QRDC),網路
Can''t login Quanta net,網管,網路,電腦網路不通,網路不通 (QRDC),網路
